CDIVLS,URBRURS,WKTIME,MILEBIN,AVGDIST,NRAW,NWTD,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
MAT-NL,RUR,WEEKDAY,30-50,37.1453137255,51.0,69866547.0438,61898.1932172,19528.5689874,34574.710069,595760.577683,2391598.70084,6082507.17176,7504064.01384,5657508.24202,3720359.73749,3627478.05928,2555106.39751,2839152.93664,2881231.5218,4092785.75468,4344486.6999,4756536.53954,8180963.07074,4597560.76678,2054736.32333,1126191.98919,936210.396816,1129115.83547,565587.866908,111602.96931
MAT-NL,RUR,WEEKDAY,50-100,63.3684,15.0,19840323.9404,14803.8596801,42823.6238442,25460.0323648,36850.6493817,715953.120375,942189.986792,1823899.79353,973062.615885,1061493.59198,1272066.88238,686261.085739,1866155.60279,970068.684845,1128438.94678,1340142.94303,1768941.28159,2546471.71129,1318964.93002,664569.737648,295063.9171,79685.2025511,75629.9261816,115538.866095,75786.9485325
MAT-NL,RUR,WEEKDAY,100-300,136.29075,8.0,16569803.8983,0.0,593866.221809,0.0,42691.5711518,597490.194142,482017.539247,1389337.50651,976243.728423,1093749.09544,1495743.19649,874280.855888,1277308.52871,1774376.98867,1774716.77904,1140465.73015,1057917.59151,446028.800854,1080654.49209,282016.47749,40773.6011352,93744.8842448,28258.2807183,28121.8345812,0.0
MAT-NL,RUR,WEEKEND,0-2,0.781243243243,74.0,143734504.909,13823.9205484,372148.750465,1839.545429,0.0,328480.666328,818305.932257,1471645.93924,3601533.16623,7611259.90284,12516715.7928,13000426.4578,15637052.6553,12999280.5781,12626488.1377,11861960.5603,9551267.79845,7236188.88328,6839776.89059,10276584.2088,7960785.1126,4234110.54145,2041122.83682,1665333.8722,1068372.75949
MAT-NL,RUR,WEEKEND,2-5,3.32744086022,93.0,223252126.251,1430277.16603,316268.08285,0.0,303510.646558,444846.032006,811182.111401,4361015.13482,7862415.91505,14848488.0223,17974787.1303,15917458.1472,16552398.6755,20430273.7247,16752570.995,13478852.197,14761449.2612,12226615.2849,16280157.1591,16469410.8861,13568975.4679,7817718.76386,6939613.87444,2200983.73765,1502857.83519
MAT-NL,RUR,WEEKEND,5-10,7.42933333333,132.0,269674253.741,996023.208452,379403.888178,23677.1856667,8725.39549627,155279.154061,2819565.78442,4259722.20246,9577863.82473,18212473.8476,21626563.9154,19439566.9349,25957326.6914,24914079.7127,18506622.9266,15195029.8332,20085155.199,15374479.7667,17343562.3012,18107499.186,14207239.5595,7724891.06462,7025530.46602,3976241.9829,3757729.70992
MAT-NL,RUR,WEEKEND,10-20,14.296031746,63.0,123135113.599,687323.171587,152478.815046,118415.371782,458405.340153,942803.505489,1383417.1235,2088964.01848,3961067.04801,7526552.15638,8906880.74725,9659873.27515,8122336.34777,10257148.0487,9799020.74779,9292258.10808,8134440.71443,7028886.91545,6819561.21245,8879557.07346,5282159.92912,4370960.48226,5313337.65947,2917575.38847,1031690.39876
MAT-NL,RUR,WEEKEND,20-30,24.645047619,21.0,42298027.123,16280.2373495,28336.0790491,6657.27812551,24267.7197045,420499.707696,306670.44446,1231594.2599,1566729.91162,1772725.42229,2476715.66728,3189446.65425,3379409.48125,2034760.69649,2598155.5563,3091756.08677,2355861.43003,4567094.8163,3165530.69585,3313542.90152,1599158.21794,2399770.87359,1480982.97254,959764.715469,312315.297227
MAT-NL,RUR,WEEKEND,30-50,43.2468333333,6.0,11471977.3884,6643.44652287,27434.5291388,1683.74382874,0.0,57258.9812549,464196.248855,238144.577206,460804.035011,778318.485681,605014.951839,997087.082527,901599.241536,750167.475119,874035.631455,724201.47015,566602.16168,802733.529238,518841.746979,1172100.90548,875895.630313,339516.796245,156220.888983,105777.358621,47698.470731
MAT-NL,RUR,WEEKEND,50-100,77.429,4.0,4100005.03466,79230.0881036,3560.26156601,0.0,0.0,28515.7478231,32286.2377976,71515.4953879,249403.219235,299343.349248,484549.018525,334298.668184,194667.28292,147007.886608,311485.093875,247001.877534,268637.817898,188959.236145,205249.160851,328861.892923,298355.670634,82991.2356614,187223.630944,53318.9110938,3543.25170238
MAT-NL,RUR,WEEKEND,100-300,247.41,1.0,1652849.3036,6412.74077546,0.0,0.0,8000.05117323,3344.45175475,12032.3627782,35299.5781433,43975.6503703,123873.604166,138544.810812,137842.301912,84497.3927254,333329.742427,50220.6558289,156685.535699,131347.650074,159128.20026,47148.4545546,32914.850594,68658.7804504,71456.4921959,5253.85549168,697.962420738,2184.17899278
MAT-NL,URB,WEEKDAY,0-2,1.09062122329,1357.0,2847656481.17,3736582.40926,1660579.81788,502894.918187,1726640.93448,8787705.74069,28567875.1244,85430135.9548,230112264.534,205067595.296,171769763.829,188709969.404,227530587.996,240322075.56,211323831.961,216310274.018,239943745.206,218736062.128,210530919.865,139455373.366,88565295.5978,66382492.5153,37930559.0109,17240135.2841,7313120.69848
MAT-NL,URB,WEEKDAY,2-5,3.26587585682,1313.0,2592097905.98,4627816.13304,2133376.21941,772913.208959,574911.395757,9033263.47576,38749371.0374,98428047.8014,219723103.861,174095978.656,153925411.218,151041538.789,185136852.363,190735870.33,169957273.827,197764606.434,197511419.24,232252829.318,207107529.719,135836561.569,93734883.1422,64660209.3441,36383660.7791,21940930.6814,5969547.43801
MAT-NL,URB,WEEKDAY,5-10,7.08720591862,811.0,1690199516.68,5922956.20739,2198621.5973,1623696.99343,785998.699684,14059085.8467,37866102.0318,88335231.7109,164057463.135,118936118.824,93792127.336,89021811.0349,93915425.0511,99302290.3334,97588496.9794,114593872.499,139543477.377,157873436.123,143221343.134,78393598.9373,51645716.4077,41307422.7025,29896386.4227,18290379.2613,8028458.03464
MAT-NL,URB,WEEKDAY,10-20,14.1412114286,525.0,1102192606.19,1743004.90101,1704165.2586,1364031.01569,635761.239803,14412456.5748,36040619.819,94527440.8072,116418935.507,79571856.3297,50793733.1408,43428822.3583,51557200.5039,50519368.6003,54652833.1608,71179956.2969,93855028.3206,115262513.561,89395419.044,45553773.9287,30417156.778,22873171.5161,17399832.0976,13770473.143,5115052.28636
MAT-NL,URB,WEEKDAY,20-30,24.0265,192.0,403966469.828,939089.568874,843815.553762,206951.236734,435058.333423,9901302.48729,22177979.1773,40538357.1108,45036044.2445,24251781.1715,12809894.2631,13054984.8306,13045521.9761,15749981.8742,15693485.0315,21703562.1648,37848230.7817,46595798.3086,34410367.4098,15597606.2772,11813905.1868,8285189.5643,5987151.61613,4913312.12885,2127099.53018
MAT-NL,URB,WEEKDAY,30-50,37.4675846154,130.0,291966040.545,1055233.20445,1916470.03712,220535.048196,334906.00473,9368858.56387,17896096.3638,27907803.7224,22229722.6392,17453528.3411,10581441.9885,13433445.2315,9925188.71846,11589684.3708,15545792.8696,19203902.5225,23536928.7494,32789899.3208,26109621.0714,10590922.2949,6265768.67876,4665732.66252,4734510.02368,3073413.12243,1536634.99492
MAT-NL,URB,WEEKDAY,50-100,67.354,59.0,111402025.977,339989.397611,161702.541341,159082.015626,286110.850778,3910968.28081,6833161.88704,8114651.84187,8137718.18199,7156716.74469,5734262.77774,5978510.53806,6905185.91845,7152732.92359,7862538.45856,6330935.24237,8777377.34653,9905713.48753,7787746.7675,3333683.76241,2653238.94198,1112106.87638,801009.779137,1564145.39616,402736.018832
MAT-NL,URB,WEEKDAY,100-300,173.993076923,13.0,23577051.1008,547.886203568,46994.1717886,0.0,23774.0578677,725496.200562,1087420.72698,1072871.87847,1387109.67098,1400307.77906,2407973.04863,2248771.8007,2188290.65208,1844614.71191,1428519.36915,1585950.06381,1656650.83429,2133669.56979,839284.332784,497470.679541,239557.715415,393788.207216,181577.620517,172099.494483,14310.6285948
MAT-NL,URB,WEEKEND,0-2,1.09277512777,587.0,1136380574.08,2732911.42465,2606154.36033,1057960.52583,385357.441442,1858340.10933,4625924.05623,15498380.1489,33372389.8071,61749160.6725,80031970.2642,100553111.596,97495666.9491,100563091.313,89143047.5772,76194203.2343,73902018.0194,72310901.5608,71488166.5592,87170972.1626,61926660.4485,43555379.216,33046395.2701,16548319.2227,8564092.14082
MAT-NL,URB,WEEKEND,2-5,3.19867083333,480.0,967222652.931,2455316.12146,2718238.01739,256376.059754,109136.500523,2619972.62765,5734285.55033,12183961.9271,26363443.5309,47988064.4731,69436764.1891,78953662.732,84324904.7916,81298142.2985,78947589.4458,69538597.2649,61828312.061,57522393.5868,62633211.7013,77023880.9779,53409016.4924,35538066.0722,29251524.1838,18733732.3936,8354059.93186
MAT-NL,URB,WEEKEND,5-10,7.02109615385,260.0,541278220.004,3316849.55536,732123.978169,708683.429598,733527.61116,2047480.45573,4459483.83703,8110985.62703,18106238.1311,25939078.5702,36998589.9907,39892132.5192,40294831.2236,44377983.7504,38718126.7593,41488877.7137,35536328.5704,35752208.516,35643943.8215,42157909.121,30335404.1986,22745957.0591,15693479.3468,11714346.5116,5773649.70685
MAT-NL,URB,WEEKEND,10-20,13.534,135.0,238461892.2,1771949.95607,1131368.4721,873521.734672,118604.826197,1615066.11637,3317847.16469,5574962.00768,7348256.93978,11817448.5881,12849219.0381,14436347.2808,13040832.9352,19199045.8313,14770046.3677,15949419.2011,15709640.0542,18241075.716,17241591.8611,19771941.4268,13625061.0933,10296770.272,8469237.98275,8234063.26889,3058574.06508
MAT-NL,URB,WEEKEND,20-30,25.68022,50.0,120948723.18,713687.868003,398646.980451,62366.9541777,380718.23878,983375.673844,2702155.03011,4349489.26262,5840894.79726,4430702.18945,7861775.25505,6276042.22829,6914403.76099,8863040.82764,6705353.59823,7782547.48662,9317033.28584,9039282.88849,8430489.49385,8518150.53593,6192794.96094,4584877.7221,4809520.11114,3148413.77869,2642960.25152
MAT-NL,URB,WEEKEND,30-50,38.7714878049,41.0,103845087.601,202978.86965,571518.829133,270768.340651,39480.4900495,1495459.78915,2706877.6546,3671328.88414,3350276.53891,5336046.4928,4026201.55051,4922134.35177,7036574.70507,8149930.93657,7039598.09137,8081185.77488,9918536.00745,6706894.82355,7139878.29153,7753240.14837,3645207.42854,3718034.88916,2852788.5189,3875212.47223,1334933.722
MAT-NL,URB,WEEKEND,50-100,70.4129428571,35.0,58265729.1244,232218.17962,251901.684171,0.0,0.0,1992014.44757,961710.521346,1411388.66663,1434997.40885,3007341.1622,4989532.50314,4383199.26838,3489451.44166,3930929.98017,3456967.0345,2157200.97316,4250128.24745,4946142.77043,4605331.81811,4499272.72764,3371537.39697,2274330.00765,1453678.52577,872330.250682,294124.108295
MAT-NL,URB,WEEKEND,100-300,151.31,13.0,23792661.0425,89519.0977586,42065.4981528,0.0,116210.290093,314997.867103,663290.797804,821828.223629,1910457.61508,1206914.45906,1459260.67381,2531090.61385,1659367.17546,1165623.92966,1793923.79137,1113050.81136,1962649.11103,1013036.21187,1483107.75233,1650962.01721,1512724.84931,866849.804373,233117.128582,179145.786061,3467.53754926
MAT-NY,RUR,WEEKDAY,0-2,0.95694579811,4022.0,202381879.339,126300.675471,899.327308716,5580.70946473,163096.51574,432720.038836,1678375.06077,5298081.40965,13186687.935,12192720.7296,12620001.1629,14408516.9444,20283890.2891,22738880.5072,16612488.1926,13597306.852,17805604.8913,17983821.4185,12477753.8152,8946611.52129,5262079.16578,3894867.0079,1530645.60616,732821.195947,402128.366898
MAT-NY,RUR,WEEKDAY,2-5,3.43546365226,4003.0,273651524.451,161050.392593,245678.299864,143568.37869,65063.6916816,918828.19262,2227217.44435,9136085.10417,24934460.7732,14119124.1966,19561063.799,17511886.1481,19294439.3981,21271062.3922,17956751.534,21496670.5027,25518856.5672,23483721.4593,21899168.5145,15688002.7385,7756226.31035,5523002.4284,2636998.30154,1510249.22839,592348.654976
MAT-NY,RUR,WEEKDAY,5-10,7.26422992864,4484.0,292930156.281,330878.546925,290234.686068,80964.8469537,43923.1303705,2046797.15123,5077031.73928,13402427.1395,32403155.814,18280186.3739,18643161.3928,16398936.2985,20071881.1871,18868437.9251,17583323.2905,19675429.1127,23985262.0204,29641335.7253,22898617.9245,13291005.2379,9332113.41852,4650855.57052,3952153.09035,1309438.28896,672606.369563
MAT-NY,RUR,WEEKDAY,10-20,13.9742419211,3373.0,212546663.143,836813.296345,81515.2435427,186476.876537,160218.439497,2430924.54549,8042092.98459,14307782.7241,21583009.4185,13654061.0878,10592628.0311,11355951.5512,11234346.2406,11110303.049,10910697.21,15621291.2612,19108299.9155,20336750.3955,18142922.711,7994347.17663,5060957.1613,4452819.85879,2509225.68674,1583275.58273,1249952.69525
MAT-NY,RUR,WEEKDAY,20-30,24.1876368243,1184.0,83555345.9638,540510.72984,57928.221716,221067.282484,201167.073345,1673794.18479,3968127.80504,8067950.50611,7439892.45084,4400274.01982,4232550.29755,4097980.48614,3595067.78407,4181022.57257,5246203.21538,4824399.3263,7859566.57991,8581890.97816,7384505.6113,2378209.862,1394694.45734,924976.386232,796181.802636,526235.12776,961149.202485
MAT-NY,RUR,WEEKDAY,30-50,37.7092931034,696.0,46196735.028,40927.9483781,12912.5620939,22861.2803596,393925.200427,1581358.40614,4021838.54805,4961791.75226,3740823.33011,2459953.72999,2398539.06934,1689471.97491,1877287.50694,1905110.45413,2706207.00515,2872635.1795,3145088.27852,5409366.84642,3039971.28103,1358620.30539,744653.845316,619035.3676,746587.133243,373974.583375,73793.4393455
MAT-NY,RUR,WEEKDAY,50-100,67.1020780347,346.0,20973946.7262,15649.7124344,45270.4506151,26914.7501861,38956.1964451,756860.757431,996024.190346,1928112.5257,1028660.79849,1122144.48289,1344749.36515,725472.199738,1972782.71833,1025495.80228,1192914.91533,1416715.10894,1870013.8321,2691970.26081,1394327.04119,702541.466316,311923.07629,84238.2008577,79951.2168956,122140.446374,80117.2110817
MAT-NY,RUR,WEEKDAY,100-300,156.388976378,127.0,7042403.30603,0.0,252401.625842,0.0,18144.5274588,253941.865841,204864.338334,590488.282729,414917.527252,464858.98644,635712.220652,371581.850196,542874.36717,754135.561761,754279.977523,484714.223397,449630.085526,189568.610528,459293.593002,119861.030681,17329.3628093,39842.9146646,12010.1728889,11952.1813319,0.0
MAT-NY,RUR,WEEKEND,0-2,0.963142016188,1359.0,68978835.7694,6634.1616844,178595.860168,882.806130078,0.0,157639.350067,392708.699599,706249.509243,1728391.97483,3652677.88113,6006828.23925,6238963.16427,7504291.94234,6238413.25149,6059508.4816,5692608.25653,4583696.40106,3472679.61087,3282439.71157,4931779.01059,3820416.6023,2031968.70406,979544.035269,799201.219948,512716.89539
MAT-NY,RUR,WEEKEND,2-5,3.40130421119,1591.0,100168700.084,641736.349334,141903.072858,0.0,136179.069995,199593.390271,363960.957483,1956699.02203,3527706.52157,6662215.35438,8064922.34301,7141840.56392,7426725.4984,9166649.36513,7516538.75737,6047687.54445,6623162.82797,5485834.24525,7304576.25275,7389490.5608,6088124.02784,3507651.81658,3113663.96621,987536.753218,674301.823189
MAT-NY,RUR,WEEKEND,5-10,7.24738913455,1583.0,90317177.0676,333580.248145,127066.961986,7929.7765384,2922.24073707,52004.8712761,944306.765189,1426632.60983,3207742.71547,6099578.29682,7242998.45243,6510546.64886,8693423.41165,8344027.3503,6198092.38959,5088999.71337,6726761.98551,5149099.67173,5808569.2854,6064421.00995,4758176.77491,2587159.67295,2352935.32953,1331691.64743,1258509.238
MAT-NY,RUR,WEEKEND,10-20,13.9203211084,1227.0,73003239.0685,407493.982391,90400.2689595,70205.0409744,271775.236643,558960.865785,820187.906169,1238486.20583,2348401.8183,4462274.57282,5280631.37753,5727058.81747,4815497.74764,6081165.71522,5809555.32,5509110.44237,4822674.07571,4167223.27918,4043120.13839,5264431.96347,3131639.48798,2591415.75233,3150123.86044,1729745.86501,611659.327905
MAT-NY,RUR,WEEKEND,20-30,24.0292839506,405.0,22068405.0293,8493.98651044,14783.9535773,3473.34190409,12661.3438972,219389.850906,160001.022251,642567.107921,817419.454589,924894.735893,1292191.81616,1664049.2565,1763159.70897,1061607.98132,1355551.38255,1613080.567,1229137.8054,2382817.94847,1651571.43915,1728794.74071,834338.470604,1252046.94446,772682.186439,500743.838766,162946.145361
MAT-NY,RUR,WEEKEND,30-50,38.3916043478,230.0,14429674.5267,8356.25523089,34507.6801378,2117.84547794,0.0,72021.4515131,583874.999115,299542.844536,579608.207084,978984.010015,760999.481018,1254155.37257,1134048.9236,943575.125717,1099378.88296,910914.583617,712683.132329,1009693.72292,652609.161115,1474291.13621,1101718.42542,427050.77776,196497.648659,133048.802793,59996.056893
MAT-NY,RUR,WEEKEND,50-100,67.6551294118,170.0,12619197.4543,243858.267892,10957.9484197,0.0,0.0,87767.1732827,99372.1730534,220113.914425,767625.513299,921333.705413,1491368.8372,1028920.90787,599156.552319,452468.114737,958704.165105,760234.545527,826826.708525,581588.044788,631725.977459,1012187.33316,918293.779523,255434.513113,576246.113606,164107.570955,10905.5946236
MAT-NY,RUR,WEEKEND,100-300,163.245559322,59.0,2970465.16164,11524.8395741,0.0,0.0,14377.5196261,6010.57664522,21624.3031757,63439.641392,79032.0914925,222622.972838,248989.749366,247727.215505,151856.893906,599053.032277,90255.4807687,281591.869334,236055.167134,285981.773461,84734.1868219,59153.8604136,123392.081132,128420.068411,9442.11590756,1254.36302657,3925.35943277
MAT-NY,URB,WEEKDAY,0-2,1.05617320288,12367.0,1915324602.27,2513213.32618,1116900.65156,338245.506622,1161333.14639,5910582.65418,19214661.0457,57460035.0329,154772769.981,137927805.898,115531791.409,126925719.266,153036342.634,161639856.083,142135730.583,145489595.494,161385392.302,147121172.785,141602420.454,93797236.1812,59568733.3383,44648651.2384,25511972.1539,11595659.615,4918781.4913
MAT-NY,URB,WEEKDAY,2-5,3.27382357288,10826.0,1595511233.61,2848554.68241,1313154.7677,475750.43545,353874.592524,5560234.9427,23851358.64,60585310.3029,135245925.582,107161110.323,94745542.6624,92970435.7708,113957087.431,117403444.932,104613617.796,121729835.3,121573991.259,142958334.004,127480674.811,83611332.511,57696531.7126,39800229.0493,22395195.5514,13505277.4423,3674429.10815
MAT-NY,URB,WEEKDAY,5-10,7.11143461479,6477.0,1032117526.91,3616843.36816,1342584.62579,991507.871571,479968.800172,8585157.41572,23122872.2982,53941762.4918,100181417.313,72628143.37,57274006.7396,54361021.0154,57349298.2846,60638778.6199,59592253.5554,69976557.8652,85211992.6348,96405151.4912,87457875.2491,47870920.9547,31537370.9247,25224309.0487,18256178.7017,11168989.7098,4902564.56107
MAT-NY,URB,WEEKDAY,10-20,13.9652444993,4454.0,791865833.865,1252254.84332,1224350.65883,979982.583437,456760.09934,10354571.315,25893237.9928,67912858.7123,83640714.8127,57168079.3455,36492552.7741,31201262.3179,37041062.8229,36295436.6762,39265107.6235,51138952.6032,67429766.6724,82809888.1282,64225778.3689,32727925.2057,21853083.6449,16433137.8509,12500839.2142,9893340.90686,3674888.69119
MAT-NY,URB,WEEKDAY,20-30,24.4041930855,1533.0,259592539.686,603467.526106,542243.574623,132988.753146,279572.454944,6362667.32724,14251771.7923,26050318.1899,28940572.9832,15584415.8772,8231754.94312,8389252.37828,8383171.46159,10121082.0702,10084776.6835,13946907.0911,24321618.4636,29942885.1775,22112416.0905,10023164.1212,7591723.27435,5324138.41597,3847398.26099,3157339.20773,1366893.56777
MAT-NY,URB,WEEKDAY,30-50,37.8475581162,998.0,133608187.472,482891.077139,877006.406383,100920.257741,153258.180924,4287334.95534,8189531.19868,12771043.7307,10172665.7809,7987005.20885,4842231.93317,6147352.84123,4541920.26071,5303619.28144,7113995.87514,8788003.57614,10770863.5668,15005166.3798,11948167.4664,4846570.26839,2867312.90641,2135111.61471,2166585.20166,1406441.50215,703188.001227
MAT-NY,URB,WEEKDAY,50-100,67.6344642082,461.0,62793289.1722,191639.715458,91145.8687513,89668.7732714,161270.329068,2204471.23871,3851605.98805,4573935.48429,4586937.14519,4033982.14827,3232196.34144,3369869.96191,3892203.3272,4031736.61254,4431828.29689,3568519.00958,4947489.85991,5583492.09563,4389670.92818,1879076.854,1495534.74154,626854.386774,451500.2151,881652.136101,227007.714346
MAT-NY,URB,WEEKDAY,100-300,148.893093923,181.0,26483486.4674,615.426280234,52787.3272738,0.0,26704.7790295,814930.9567,1221471.33601,1205128.99401,1558104.10908,1572929.1996,2704813.31081,2525986.70196,2458049.80543,2072007.58702,1604618.54281,1781456.33537,1860872.66654,2396695.36855,942746.197333,558795.837241,269088.93259,442332.020753,203961.404468,193314.872743,16074.7557915
MAT-NY,URB,WEEKEND,0-2,1.05045971564,4642.0,756399204.29,1819084.26996,1734712.05807,704201.143667,256502.151411,1236950.90541,3079113.94743,10316053.1602,22213376.1093,41101561.4518,53270990.3763,66930300.7592,64895200.2385,66936943.472,59335518.2176,50716490.5953,49190763.1126,48131681.9819,47584051.976,58022862.6615,41219709.0975,28991391.5575,21996387.1762,11014915.0539,5700442.8169
MAT-NY,URB,WEEKEND,2-5,3.24003279093,4056.0,656065339.239,1665436.39077,1843775.82722,173899.407862,74027.0867538,1777122.59483,3889555.29885,8264358.87409,17882275.0596,32550215.5089,47098828.9153,53554123.6214,57197427.1909,55144379.7816,53550004.1225,47167902.1025,41938029.8879,39017333.3389,42483991.8274,52245156.2214,36227237.2523,24105404.5859,19841254.8328,12707056.0856,5666543.4237
MAT-NY,URB,WEEKEND,5-10,7.0728635805,2441.0,388969873.931,2383533.09946,526114.225487,509269.5292,527122.895201,1471347.23938,3204645.59958,5828664.33602,13011388.419,18640173.8486,26587688.8307,28667027.7565,28956412.51,31890621.3233,27823371.2864,29814470.5207,25536887.9315,25692022.1898,25614221.7113,30295245.5687,21799433.1024,16345553.4007,11277547.216,8418088.36453,4149023.0266
MAT-NY,URB,WEEKEND,10-20,13.9897706093,1395.0,284795933.927,2116246.49102,1351197.6176,1043250.29017,141650.189611,1928879.53174,3962517.33632,6658198.0749,8776050.87586,14113623.2554,15345870.581,17241383.8052,15574715.7783,22929492.5809,17639921.8786,19048451.2853,18762082.1492,21785385.2724,20591697.9488,23613703.9435,16272461.6628,12297471.4282,10114842.7478,9833972.70332,3652866.49918
MAT-NY,URB,WEEKEND,20-30,24.2494911504,452.0,88390180.1602,521568.12881,291334.025659,45578.2100949,278231.574764,718657.879892,1974753.95897,3178637.43758,4268567.12376,3237988.41744,5745440.81907,4586575.9362,5053095.04777,6477172.76317,4900319.71403,5687540.60697,6808953.65442,6605971.70459,6161061.19691,6225124.50489,4525738.24594,3350660.98438,3514831.22708,2300883.00067,1931493.99717
MAT-NY,URB,WEEKEND,30-50,37.7031525424,354.0,61086997.8485,119402.564532,336196.639554,159279.802491,23224.4458205,879706.022042,1592324.04038,2159663.63771,1970804.20896,3138935.77593,2368417.9111,2895451.46047,4139273.54485,4794206.68892,4141052.05548,4753767.26476,5834590.7519,3945338.95749,4200042.004,4560852.855,2144297.65999,2187138.50141,1678156.28204,2279598.40395,785276.369713
MAT-NY,URB,WEEKEND,50-100,71.2202833333,240.0,33798113.3103,134702.447999,146120.228694,0.0,0.0,1155504.80577,557857.966606,818702.087772,832396.775138,1744463.83646,2894270.56764,2542555.76581,2024120.81662,2280208.60429,2005277.63572,1251324.30366,2465365.4601,2869101.55105,2671407.85774,2609886.32165,1955722.59517,1319267.16543,843233.102356,506011.288276,170612.126353
MAT-NY,URB,WEEKEND,100-300,155.56480315,127.0,21750877.9261,81836.9565272,38455.6193016,0.0,106237.626344,287966.114513,606370.054479,751302.4851,1746510.41741,1103342.28775,1334033.24335,2313883.3804,1516967.47176,1065595.13274,1639977.0217,1017533.61174,1794223.06524,926101.831976,1355833.86888,1509283.60778,1382909.35488,792460.508789,213112.026318,163772.270644,3169.96849589
MTN,RUR,WEEKDAY,0-2,0.998712550607,988.0,360489884.863,224971.30725,1601.91415868,9940.5604838,290513.381795,770776.501766,2989582.04356,9437133.22358,23488602.9863,21718112.8386,22479200.1193,25664968.7774,36130395.1657,40503312.0688,29590761.66,24220012.1747,31715984.0503,32033429.7404,22225824.0257,15936026.3269,9373004.7315,6937677.24571,2726441.02393,1305327.47998,716285.51507
MTN,RUR,WEEKDAY,2-5,3.33401097695,911.0,374600775.693,220461.41388,336308.309938,196530.335909,89065.4982547,1257781.23975,3048831.47999,12506360.3197,34132710.8112,19327628.0363,26777083.3259,23971970.0012,26412101.9591,29117895.4253,24580944.9337,29426729.7114,34932688.5134,32146797.9849,29977708.0687,21475261.308,10617475.6312,7560421.9563,3609779.30322,2067375.77502,810864.35049
MTN,RUR,WEEKDAY,5-10,7.27717185554,803.0,390760081.82,441382.10183,387164.405041,108004.688291,58592.1444049,2730366.28402,6772608.74411,17878437.6184,43224842.3238,24385222.7912,24869420.6282,21875691.3631,26775290.1734,25169932.7958,23455628.2457,26246434.9439,31995623.3546,39540656.7911,30546072.5769,17729804.1286,12448760.6509,6204102.46027,5272054.21442,1746751.5787,897236.813512
MTN,RUR,WEEKDAY,10-20,14.0883279743,622.0,301343655.79,1186414.1935,115570.393477,264382.526006,227153.932078,3446507.59817,11401890.1278,20285237.5501,30599882.7031,19358406.4023,15017978.6788,16100200.7974,15927791.6505,15751926.1334,15468929.6735,22147499.0348,27091297.8229,28832965.9964,25722608.7468,11334197.2451,7175305.93156,6313103.17923,3557521.11308,2244730.85189,1772153.50824
MTN,RUR,WEEKDAY,20-30,24.3556340426,235.0,128977081.459,834339.151228,89418.7306014,341242.233779,310524.021012,2583689.72599,6125251.91831,12453789.7322,11484311.4299,6792318.24308,6533417.79882,6325694.14777,5549391.78443,6453878.95537,8098105.17395,7447003.39303,12132125.6865,13247114.6998,11398815.6087,3671034.61256,2152867.88128,1427805.1672,1228996.23035,812303.152561,1483641.98069
MTN,RUR,WEEKDAY,30-50,37.4091708861,158.0,50660195.8908,44882.3467933,14160.1549272,25070.1037775,431985.676214,1734146.93874,4410422.69679,5441192.80262,4102256.20017,2697630.85569,2630282.40049,1852706.28214,2058668.27574,2089179.43533,2967676.76154,3150184.98229,3448962.10061,5932011.94671,3333688.85282,1489888.20899,816601.208975,678845.657965,818721.288349,410107.45977,80923.2533518
MTN,RUR,WEEKDAY,50-100,71.8631452991,117.0,40085706.85,29909.9541504,86521.5324524,51439.8553589,74453.639607,1446523.10053,1903615.67286,3685036.22555,1965991.22495,2144658.57912,2570104.2127,1386532.8403,3770410.53637,1959942.23894,2279916.04142,2707646.17114,3573997.1717,5144932.04986,2664857.77597,1342707.29474,596151.843005,160997.253842,152803.908803,233436.567366,153121.159264
MTN,RUR,WEEKDAY,100-300,151.350148936,47.0,12512174.5757,0.0,448439.697144,0.0,32237.2186443,451176.227689,363980.626242,1049115.21782,737180.236618,825910.777708,1129464.18134,660186.129191,964520.002552,1339865.86574,1340122.44792,861187.398523,798853.726506,336804.844302,816022.793272,212956.014521,30788.9229477,70788.5479182,21338.366086,21235.3330087,0.0
MTN,RUR,WEEKEND,0-2,1.03548538012,171.0,77001240.1112,7405.73062881,199366.987835,985.478604206,0.0,175973.185254,438381.66496,788388.024138,1929408.11447,4077493.09533,6705436.79664,6964569.57121,8377059.12649,6963955.70225,6764243.87775,6354672.27492,5116791.30617,3876560.59374,3664195.33704,5505356.75957,4264740.23282,2268291.54674,1093467.36021,892150.242143,572347.102276
MTN,RUR,WEEKEND,2-5,3.27130208333,192.0,109087276.275,698873.703829,154537.492252,0.0,148303.849596,217364.299316,396366.424731,2130914.81295,3841797.84317,7255389.42162,8782987.21088,7777718.32973,8087968.15356,9982807.11411,8185777.98623,6586146.7847,7212859.8317,5974268.56302,7954943.28155,8047417.98248,6630183.55299,3819957.55631,3390890.77751,1075462.63992,734338.662849
MTN,RUR,WEEKEND,5-10,7.22190751445,173.0,105152277.295,388372.665001,147938.419419,9232.28657633,3402.23508179,60546.9615267,1099414.41981,1660964.97541,3734632.353,7101468.0626,8432701.3581,7579940.25932,10121366.709,9714580.39526,7216163.64474,5924896.30863,7831670.17132,5994868.02047,6762659.19746,7060535.99522,5539733.85682,3012115.08341,2739418.08481,1550429.43024,1465226.40176
